,time,news_provider,related_instrument,headline,date
1377,09:41:50,COIN,XRP= ETH=,"First Mover Asia: Bitcoin Celebrates the New Year With Old Pricing, Holds Steady at $16.7K",2023-01-03
1380,02:36:15,COIN,BTC=,What Will It Take for Bitcoin Mining Companies to Survive in 2023?,2023-01-02
1381,01:29:13,COIDES,BTC=,What Will It Take for Bitcoin Mining Companies to Survive in 2023?,2023-01-02
1383,19:52:49,COIDES,BTC= TARO.N,The 10 Biggest Developments in Bitcoin in 2022 (Part 2),2023-01-01
1386,20:00:28,COIDES,BTC= TARO.N,The 10 Biggest Developments in Bitcoin in 2022 (Part 1),2022-12-31
1387,06:47:02,COIN,BTC= BITC.TO,"Crypto Asset Manager Valkyrie Investments Wants to Sponsor, Manage Grayscale Bitcoin Trust",2022-12-31
1390,04:27:33,COIDES,BTC=,Bitcoin Miners Got Crushed by Crypto Winter. 2023 May Bring More Pain,2022-12-31
1391,04:17:59,COIN,BTC=,Bitcoin Miners Got Crushed by Crypto Winter. 2023 May Bring More Pain,2022-12-31
1392,03:55:56,COIDES,BLK.N,BlackRock Gives Bankrupt Bitcoin Miner Core Scientific a New $17M Loan,2022-12-31
1393,03:47:45,COIN,BLK.N,BlackRock Gives Bankrupt Bitcoin Miner Core Scientific a New $17M Loan,2022-12-31
1394,02:16:25,COIN,ETH= BTC=,5 Lessons from 2022 that Changed Crypto Forever,2022-12-31
1397,12:16:32,COIN,ETH= COIN.O,Cathie Wood Continues Buying Coinbase's Dip With $5 Million Stock Purchase,2022-12-30
1398,10:57:41,COIN,BITF.TO,Refinitiv Newscasts - Alameda-Linked Wallet Movement; Bitcoin Miner Bitfarms' CEO Resigns,2022-12-30
1399,10:04:21,COIN,ETH= BTC=,First Mover Asia: 3 Crypto Predictions for 2023 From Digital Asset Manager 3iQ's Research Head,2022-12-30
1400,04:21:45,COIN,ETH= BTC=,"Step Aside, Ethereum: Blockchain Project Stacks Wants to Bring Smart Contracts to Bitcoin",2022-12-30
1401,04:21:45,COIN,BTC=,"Bitcoin, Ether Did Better Than You Think in 2022",2022-12-30
1405,23:34:56,COIN,XRP= BTC=,Making Comprehensive Crypto Policy Out of Regulatory Patchwork,2022-12-29
1410,08:52:54,COIN,ETP= ETH=,First Mover Asia: Bitcoin Retreats Further Into the Gloom,2022-12-29
1411,06:01:49,COIN,TARO.N SUN.NS,Refinitiv Newscasts - Bitcoin’s Biggest Milestones in 2022,2022-12-29
1412,05:25:07,COIN,BTC=,Refinitiv Newscasts - Bitcoin Remains Resilient Above $16K Despite FTX Fallout,2022-12-29
1413,03:44:34,COIN,USDT= ETH=,Why Solana Was Decimated by Bankman-Fried’s Downfall,2022-12-29
1414,01:37:55,COIN,ETH= BTC=,The Next Wave of Institutional Digital Asset Adoption,2022-12-29
1416,21:44:03,COIN,MSTR.O BTC=,"Michael Saylor's MicroStrategy Adds Another 2,500 Bitcoin for Nearly $45M",2022-12-28
1417,21:36:02,COIN,BTC=,First Mover Americas: Sunset for Kraken in Japan,2022-12-28
1418,15:59:30,COIDES,ARB.L,Bitcoin Miner Argo Will Avoid Bankruptcy With $100M Bailout from Novogratz's Galaxy,2022-12-28
1419,15:24:21,COIN,BTC= ARB.L,Bitcoin Miner Argo Will Avoid Bankruptcy With $100M Bailout from Novogratz’s Galaxy,2022-12-28
1420,08:42:49,COIN,BTC=,First Mover Asia: Bitcoin Drifts Lower as Crypto Winter Continues,2022-12-28
1424,23:33:32,COIN,ETH= BTC=,The Psychological Differences Between Bitcoin and Ethereum Governance,2022-12-27
1425,23:33:32,COIN,BTC=,The Voice of Layer 1s Is Needed in Washington,2022-12-27
1427,09:35:17,COIN,ETH= BTC=,First Mover Asia: Bitcoin Ho Ho Holds Near $16.9K,2022-12-27
1430,22:44:17,COIN,BTC=,From Degen to Regen: How Web3 Started Playing Positive-Sum Games,2022-12-26
1432,19:20:23,COIN,BTC=,Bitcoin Miners Powered Off as Winter Storm Battered North America,2022-12-26
1433,00:23:30,COIN,ETH= BTC=,Five Crypto Things That Riled Me Up in 2022,2022-12-26
1436,10:43:47,COIN,ETH= BTC=,Crypto Markets Today: Bitcoin Ends Penultimate Week of (Awful) 2022 on Quiet Note,2022-12-24
1437,06:15:21,COIN,BTC=,"Greed, Lies and FTX: Is Crypto a Force for Good or Evil?",2022-12-24
1438,06:15:21,COIN,BTC=,Blockware Customer Accuses Bitcoin Mining Firm of Fraud,2022-12-24
1443,00:20:38,COIN,TWTR.N BTC=,The End of Crypto Twitter as We Know It?,2022-12-24
1446,23:45:52,COIDES,BTC=,2023 Will Be the Death of Bitcoin Energy FUD,2022-12-23
1447,23:35:01,COIN,BTC=,2023 Will Be the Death of Bitcoin Energy FUD,2022-12-23
1448,17:13:59,COIN,BTC=,QuadrigaCX Has Had an Improbable Week,2022-12-23
1449,13:40:16,COIN,BTC=,"First Mover Asia: Bitcoin, Ether Hold On as U.S. Stocks Fall",2022-12-23
1451,08:40:13,COIN,ETH= BTC=,Crypto Markets Today: Federal Judge Releases Bankman-Fried on $250M Bail,2022-12-23
1453,06:22:39,COIN,TRX= BTC=,Tron’s Justin Sun Was Secret Top Client of Crypto Asset Manager Valkyrie,2022-12-23
1454,06:22:39,COIN,BTC=,Craig Wright Signals He's Given Up Convincing Courts He Invented Bitcoin,2022-12-23
1455,06:22:39,COIN,ETH= BTC=,Bitcoin Protocol Development Steadily Progressing Despite Only 40-60 Monthly Active Developers: NYDIG,2022-12-23
1456,06:12:56,COIN,TWTR.MX PYPL.O,"Refinitiv Newscasts - Bitcoin Will Test $10K-12K in Q1, Strategist Predicts",2022-12-23
1458,04:37:08,COIDES,BTC= .SPX,CDCROP: Trading Board Is Showing A Crash In Stok Exchange Market (Getty Images),2022-12-23
1460,01:53:25,COIN,BTC=,"Guggenheim's Scott Minerd, Fickle Bitcoin Forecaster, Dies After Heart Attack",2022-12-23
1463,00:36:11,COIN,BTC=,Europe’s Last Bitcoin Mining Refuge Is No Longer Viable,2022-12-23
1466,23:52:09,COIN,BTC=,The CFP Board’s Latest Report on Crypto Sets High Standards for Advisors,2022-12-22
1467,21:44:07,COIN,BTC=,Crypto Market May See Renewed Volatility as Whales Begin to Accumulate Bitcoin,2022-12-22
1469,16:47:03,COIDES,USD= .SPX,"Bitcoin Is Leading Indicator for S&P 500, Past Data Show",2022-12-22
1470,15:54:42,COIN,USD= BTC=,"Bitcoin Is Leading Indicator for S&P 500, Past Data Show",2022-12-22
1471,10:43:00,COIN,USD= ETH=,"First Mover Asia: Most Cryptos Stay Flat Like a Windless Lake, but a Popsicle Makes Waves.",2022-12-22
1472,06:51:51,COIN,BTC=,Inside Core Scientific’s Prearranged Bankruptcy,2022-12-22
1473,06:31:09,COIN,WAVES= ETH=,Crypto Markets Today: Popsicle Heats Up as Bitcoin Stays Cold,2022-12-22
1474,05:29:46,COIN,BTC=,Self-Custody Is the Antidote to FTX’s Fraud,2022-12-22
1475,05:29:46,COIN,BTC=,Bitcoin Trades Sideways as Stocks Get Pre-Holiday Bounce,2022-12-22
1476,05:18:39,COIN,USD=,Refinitiv Newscasts - Bitcoin Outlook Ahead of Holidays,2022-12-22
1477,04:52:33,COIDES,BTC=,Bitcoin Trades Sideways as Stocks Get Pre-Holiday Bounce,2022-12-22
1479,02:51:26,COIN,ICE.N GOOGL.O,Refinitiv Newscasts - Bitcoin Miner Core Scientific Files for Chapter 11 Bankruptcy,2022-12-22
1480,02:37:12,COIDES,BTC=,How Crypto Exchanges Can Be Free of Risk,2022-12-22
1481,01:41:13,COIN,BTC=,Craig Wright v. Peter McCormack: Judge Rules McCormack Should Pay Around $1.1M in Costs,2022-12-22
1483,00:25:31,COIN,BTC=,How Exchanges Can Be Free of Risk,2022-12-22
1484,00:08:21,COIN,BTC=,The Next Generation of Automated Settlement,2022-12-22
1487,22:28:08,COIN,ETH= BTC=,Built on Bitcoin in 2022: Top Bitcoin Newsletter Publishes Its Year-End Review,2022-12-21
1490,17:46:16,COIN,BTC=,"Core Scientific, One of the Largest Bitcoin Miners, Files for Bankruptcy Protection",2022-12-21
1491,13:03:20,COIN,USDT= ETH=,First Mover Asia: BitDAO’s $100M Token Buyback Plan Gets Mixed Reviews,2022-12-21
1492,09:59:22,COIN,ETH= BTC=,Crypto Markets Today: More FTX Fallout as Traders Turn Defensive,2022-12-21
1493,09:59:22,COIN,BTC=,EY Says It Is 'Aware' of 'Unauthorized' Quadriga Wallet Transfers,2022-12-21
1494,07:53:09,COIN,ETH= BTC=,Crypto Markets Today: More FTX Fallout as Traders Turn Defensive,2022-12-21
1495,07:53:09,COIN,BTC=,EY Says It Is 'Aware' of 'Unauthorized' Quadriga Wallet Transfers,2022-12-21
1497,04:41:42,COIN,BTC=,"4th Quarter Market Outlook: The CoinDesk Currency Index, Excluding Stablecoins",2022-12-21
1498,04:41:41,COIN,ETH= BTC=,Crypto’s Responsibility to Law Enforcement in 2023 and Beyond,2022-12-21
1500,04:26:50,COIDES,BTC=,CoinDesk Market Outlook: 4Q Crypto Gloom Spills Into 2023,2022-12-21
1501,03:28:46,COIN,LTC= ETH=,CoinDesk Market Outlook: 4Q Crypto Gloom Spills Into 2023,2022-12-21
1503,02:26:05,COIN,ETH= BTC=,10 Predictions for the Future of Crypto in 2023,2022-12-21
1504,02:26:05,COIN,BTC=,Machankura’s Bitcoin Wallet Targets Africans With Old-School Phones and No Internet,2022-12-21
1507,21:02:44,COIN,GREE.O BTC=,Bitcoin Miner Greenidge Reaches Debt Restructuring Deal With NYDIG as Bankruptcy Looms,2022-12-20
1508,20:57:44,COIN,BTC=,Central African Republic Delays Crypto Coin Listing to 2023,2022-12-20
1509,20:57:43,COIN,BTC=,Bitcoin Development Company Layer 2 Labs Raises $3M to Bring Drivechains to Network,2022-12-20
1510,16:20:53,COIDES,JPY= BTC=,"Bitcoin Gains 2%, Stocks Drop as Bank of Japan Allows Benchmark Bond Yields to Rise",2022-12-20
1511,16:09:52,COIN,JPY= BTC=,"Bitcoin Gains 2%, Stocks Drop as Bank of Japan Allows Benchmark Bond Yields to Rise",2022-12-20
1512,11:13:50,COIN,BTC= .SPX,First Mover Asia: Taiwan's Dreams of Becoming Blockchain Hub Prove Elusive,2022-12-20
1513,07:08:23,COIN,BTC=,Wanted Russian Parliament Member May Own a Crypto Broker in Moscow: Report,2022-12-20
1515,06:32:53,COIN,X.TO VOYG.TO,Crypto Markets Today: Binance.US to Buy Voyager Digital's Assets; Bitcoin Slides Into the Red,2022-12-20
1516,06:32:53,COIN,BTC=,Bitcoin Addresses Tied to Defunct Canadian Crypto Exchange QuadrigaCX Wake Up,2022-12-20
1517,06:29:20,COIDES,VOYG.TO,Crypto Markets Today: Binance.US to Buy Voyager Digital's Assets; Bitcoin Slides Into the Red,2022-12-20
1518,06:19:21,COIN,FAG.ST BTC=,Refinitiv Newscasts - Could FTX Collapse Trigger a Crypto Domino Effect?,2022-12-20
1519,04:34:18,COIDES,.DXY,Crypto Markets Analysis: Bitcoin Correlations Show Dollar Still Rules (In the Inverse),2022-12-20
1521,03:26:47,COIN,ETH= BTC=,Elon Musk's Twitter Mistakes Prove Web3's Point,2022-12-20
1522,02:09:54,COIN,BTC=,The 10 Biggest Developments in Bitcoin in 2022,2022-12-20
1524,23:09:45,COIN,ETH= EOS=,23 Blockchain Predictions for 2023,2022-12-19
1525,22:04:14,COIN,BTC=,First Mover Americas: Grayscale Explores Options to Return Portion of GBTC,2022-12-19
1527,19:19:32,COIN,BTC=,Grayscale Will Explore Returning 20% of Investor Capital if SEC Refuses Spot Bitcoin ETF: Report,2022-12-19
1528,11:28:12,COIN,BTC= BNB=,"First Mover Asia: Missing From the Debate About Binance’s Proof of Reserves and Auditor, One Metric Shows Another Exchange Could Be in Trouble",2022-12-19
1529,00:09:30,COIN,XMR= BTC=,Warren’s Reactionary Crypto Policy vs. Dorsey’s Decentralized Social Media Gambit,2022-12-19
1531,06:29:00,COIN,ETH= BTC=,Crypto Markets Today: Co-Founder of OneCoin Pyramid Scheme Pleads Guilty; CoinDesk Market Index Drops,2022-12-17
1533,05:41:06,COIN,BTC=,Refinitiv Newscasts - Bitcoin Approaching its First Weekly Chart ‘Death Cross’,2022-12-17
1534,00:37:05,COIN,EURBTC=R ETH=,The Best Bitcoin Lightning Payment Solutions,2022-12-17
1537,23:51:04,COIN,BTC=,Refinitiv Newscasts - Bitcoin Nears its First Weekly Chart 'Death Cross',2022-12-16
1538,21:56:12,COIDES,BTC=,"Bitcoin, Ether Slip as Audit Firm Mazars Pauses Work for Crypto Clients, S&P Futures Drop",2022-12-16
1539,21:51:18,COIN,ETH= BTC=,First Mover Americas: Crypto Auditing Hits Snag,2022-12-16
1540,21:26:54,COIN,BTC= BNB=,"Bitcoin, Ether Slip as Audit Firm Mazars Pauses Work for Crypto Clients, S&P Futures Drop",2022-12-16
1541,19:05:58,COIDES,BTC=,Bitcoin Few Weeks Away From Its First Weekly Chart 'Death Cross',2022-12-16
1542,18:59:37,COIN,BTC=,Bitcoin Few Weeks Away From Its First Weekly Chart 'Death Cross',2022-12-16
1543,07:36:21,COIN,ETH= BTC=,First Mover Asia: Active Crypto Developers Decreased Nearly 60% in 2022,2022-12-16
1544,06:29:38,COIN,ETH= BTC=,Crypto Markets Today: Archblock Attempting to Bring US Banks to DeFi; Bitcoin and Ether Stall,2022-12-16
1545,05:36:55,COIDES,BTC=,Crypto Markets Analysis: Bitcoin and Ether Stall Following Chair Powell's Sobering Tone,2022-12-16
1546,05:25:51,COIN,BTC=,Refinitiv Newscasts - Examining Bitcoin's Correlation With Inflation,2022-12-16
1548,03:03:15,COIN,ETH= BTC=,Changpeng Zhao Won't Rescue Binance by Selling out Crypto Self-Custody,2022-12-16
1551,23:00:02,COIN,ETP= BTC=,New Bitcoin and Ether Futures ETFs Launching in Hong Kong,2022-12-15
1552,22:43:57,COIDES,BTC=,Perplexing Tranquility? Bitcoin's Implied Volatility Hits Lowest Since October 2020,2022-12-15
1553,22:13:51,COIN,BTC=,Perplexing Tranquility? Bitcoin's Implied Volatility Hits Lowest Since October 2020,2022-12-15
1554,21:20:05,COIN,BTC= BNB=,CryptoQuant: On-Chain Data Shows Crypto Exchange Binance Isn't Exhibiting ‘FTX-Like’ Behavior,2022-12-15
1557,12:17:33,COIN,COIN.O BTC=,"Cathie Wood's ARK Continues to Buy Coinbase's Dip, Adding $3.2 Million of COIN to Portfolio",2022-12-15
1558,08:59:16,COIDES,USD= BTC=,First Mover Asia: Bitcoin's Strong Correlation to 'Dr. Copper' Grows Healthier; Bitcoin Seesaws Back to $17.8K,2022-12-15
1559,08:29:46,COIN,BTC= .SPX,First Mover Asia: Bitcoin’s Strong Correlation to 'Dr. Copper' Grows Healthier; Bitcoin Seesaws Back to $17.8K,2022-12-15
1561,06:31:00,COIN,CLSK.O BTC=,Bitcoin Miner CleanSpark Cuts 2023 Hashrate Outlook by Nearly 30%,2022-12-15
1562,06:31:00,COIN,ETH= BTC=,"Crypto Markets Today: US Regulation Heats Up; Bitcoin Rises, Then Falls",2022-12-15
1563,05:41:32,COIN,VBTC.S BTC=,Refinitiv Newscasts - Bitcoin Pares Gains as Federal Reserve Slows Rate Hikes,2022-12-15
1564,05:39:33,COIN,BTC=,Refinitiv Newscasts - Bitcoin Falls Below $18K After Fed Raises Rates by Half a Percentage Point,2022-12-15
1566,05:27:36,COIDES,CORZ.O RILY.O,Bitcoin Miner Core Scientific's Lender Wants to Give Miner $72M to Avoid Bankruptcy,2022-12-15
1567,04:58:17,COIN,BTC=,Bitcoin Miner Core Scientific's Lender Wants to Give Miner $72M to Avoid Bankruptcy,2022-12-15
1568,03:57:34,COIDES,BTC=,"Federal Reserve Hikes US Rate 50 Basis Points, Slowing Pace but Keeping Hawkish Outlook",2022-12-15
1570,03:32:34,COIN,BTC=,"Federal Reserve Hikes US Rate 50 Basis Points, Slowing Pace but Keeping Hawkish Outlook",2022-12-15
1571,00:53:22,COIN,BTC=,Refinitiv Newscasts - Bitcoin Flirts With $18K Ahead of FOMC Meeting,2022-12-15
1573,22:59:29,COIN,NXS= ETH=,The Year Crypto Yields Blew Up,2022-12-14
1575,22:27:22,COIN,BTC=,Bitcoin Miners’ High Hopes for Latin America Dented by Paraguay,2022-12-14
1576,21:47:32,COIDES,BTC=,"As Bitcoin, Stocks Cheer US Inflation Slowdown, One Macro Expert Calls for Caution",2022-12-14
1577,21:14:56,COIN,BTC= .SPX,"As Bitcoin, Stocks Cheer US Inflation Slowdown, One Macro Expert Calls for Caution",2022-12-14
1578,19:08:10,COIN,BTC=,"Citi Says Crypto Market Leverage, Open Interest Are Historically Low",2022-12-14
1579,18:12:03,COIDES,BTC=,"Ether, Bitcoin Post Gains as Crypto Market Cheers Sam Bankman-Fried's Arrest, Inflation Data",2022-12-14
1580,18:01:41,COIN,BTC=,"Ether, Bitcoin Post Gains as Crypto Market Cheers Sam Bankman-Fried's Arrest, Inflation Data",2022-12-14
1581,16:35:53,COIDES,BTC=,"Bitcoin Could Drop to $10K-$12K by Q1 2023, VanEck Says",2022-12-14
1582,15:52:27,COIN,XRP= ETH=,"Bitcoin Could Drop to $10K-$12K by Q1 2023, VanEck Says",2022-12-14
1583,09:47:27,COIN,BTC= .SPX,First Mover Asia: Busan as Blockchain Hub? The Korean City Is Traveling the Wrong Path; No Bail for Bankman-Fried,2022-12-14
1584,06:59:17,COIDES,BTC=,Crypto Markets Today: Sam Bankman-Fried Hearing Tops Another Troubling Day,2022-12-14
1585,06:43:27,COIN,ETH= BTC=,Crypto Markets Today: Sam Bankman-Fried Hearing Tops Another Troubling Day,2022-12-14
1586,05:32:34,COIDES,BTC=,Crypto Markets Analysis: Bitcoin Holds Initial Move Higher Following Unexpectedly Strong Inflation Report,2022-12-14
1588,05:01:37,COIN,BTC=,"Starlink, Verizon 5G and Crypto: What the New ‘War of the Currents’ Means for Decentralization",2022-12-14
1589,05:01:37,COIN,ETH= BTC=,2023: The Year Blockchain Becomes a Sustainability Solution,2022-12-14
1590,03:37:28,COIN,BITC.TO,Refinitiv Newscasts - Grayscale Bitcoin Trust Discount Touches Record 50%,2022-12-14
1591,03:33:03,COIN,ETH= BTC=,Blockchain vs. Crypto: Not What It Seems,2022-12-14
1592,01:56:56,COIN,BTC=,Refinitiv Newscasts - Bitcoin Up as Inflation Cools More Than Expected in November,2022-12-14
1595,00:19:41,COIN,BTC=,FTX Debacle Could Lead to Crypto Legislation ‘Momentum’: Blockchain Association’s Kristin Smith,2022-12-14
1598,23:41:49,COIN,XRP= BTC=,Japan Was the Safest Place to Be an FTX Customer,2022-12-13
1599,23:41:49,COIN,BTC= BITC.TO,Grayscale Bitcoin Trust Discount Reaches Record 50%,2022-12-13
1600,23:31:49,COIN,BTC=,Cryptocurrencies: A Necessary Scam?,2022-12-13
1603,22:01:39,COIN,BTC=,Bitcoin Jumps After U.S. CPI Report Shows Slower-Than-Expected November Inflation,2022-12-13
1604,21:48:47,COIN,LINK= BTC=,First Mover Americas: Bankman-Fried Arrested in Bahamas,2022-12-13
1605,21:00:53,COIDES,BTC=,Bitcoin Hits One-Month High Ahead of US Inflation Data,2022-12-13
1606,21:00:44,COIN,ETH= BTC=,Cumberland Favors Bitcoin Option Trades to Profit From US CPI,2022-12-13
1607,21:00:44,COIN,BTC=,Goldman Sachs Sees Gold Outperforming Bitcoin in the Longer Term,2022-12-13
1608,21:00:44,COIN,LTC= BTC=,Bitcoin Hits One-Month High Ahead of US Inflation Data,2022-12-13
1609,21:00:44,COIN,IBM.N BTC=,Crypto Miner Hut 8 Hires Former IBM Executive as CFO,2022-12-13
1610,08:41:04,COIN,BTC= ARK=,"First Mover Asia: QCP Capital Founder Sees Crypto Industry’s Immediate Future Tied to Genesis Debacle, Expects Rebound in 2024",2022-12-13
1611,06:34:23,COIN,LINK= ETH=,Crypto Markets Today: Binance a Target of Federal Probe,2022-12-13
1613,06:06:53,COIN,50C.F,Refinitiv Newscasts - Road Ahead for Bitcoin Next Year,2022-12-13
1614,06:06:12,COIN,BTC= BITC.TO,SEC Strikes Back in Grayscale Suit Over GBTC ETF Conversion,2022-12-13
1616,05:34:29,COIN,BTC=,"Refinitiv Newscasts - Bitcoin Hovers Around $17K Ahead of Inflation Data, Fed Meeting",2022-12-13
1617,03:37:38,COIDES,ARB.L,Bitcoin Miner Argo Blockchain Says It's Close to Restructuring Without Having to Declare Bankruptcy,2022-12-13
1618,02:58:53,COIN,BTC= ARB.L,Bitcoin Miner Argo Blockchain Says It's Close to Restructuring Without Having to Declare Bankruptcy,2022-12-13
1619,00:35:53,COIDES,ADE.DE,Bitcoin Group Agrees to Buy German Bank Bankhaus von der Heydt for $15M,2022-12-13
1620,00:12:49,COIN,BTC= ADE.DE,Bitcoin Group Agrees to Buy German Bank Bankhaus von der Heydt for More Than $15M,2022-12-13
1621,00:12:36,COIN,BTC=,Refinitiv Newscasts - Bitcoin Outlook Ahead of Global Central Bank Rate Decisions,2022-12-13
1624,23:55:39,COIN,USDT= ETH=,Crypto 2023: It's Sanctions Season,2022-12-12
1625,23:33:20,COIN,BTC=,Bitcoin Mining Firm TeraWulf Raises $10M in New Capital to Repay Some of Its Debts,2022-12-12
1626,07:58:45,COIN,DOGE= BTC=,First Mover Asia: Uniswap ‘Fee Switch’ Proposal for Popular Ether Pools Stirs Up Community Debate,2022-12-12
1627,00:12:12,COIN,GS.N BTC=,Goldman Sachs Is Trying to Make Blockchain Bonds Happen,2022-12-12
1632,05:59:15,COIDES,ARB.L,Shares of Bitcoin Miner Argo Blockchain Suspended in UK and US,2022-12-10
1641,05:00:25,COIDES,BTC=,November Jobs Report On Deck as Powell Confirms Slower Pace of Rate Hikes,2022-12-02
1647,06:05:57,COIDES,.DXY,Bitcoin Correlation With the Dollar Index Turns Negative Again,2022-12-01
1648,00:05:52,COIDES,BTC=,Crypto Update | Ethereum Needs Competition,2022-12-01
1650,12:10:54,COIDES,.IXIC BTC=,First Mover Asia: Bitcoin Climbs Toward $17K Despite Investor Unease,2022-11-30
1651,02:36:14,COIDES,COIN.O,"Coinbase Wallet Quietly Delists Bitcoin Cash, Ethereum Classic, Ripple's XRP and Stellar's XLM",2022-11-30
1659,20:27:41,COIDES,BTC=,Matrixport Favors 'Systematic Bitcoin Call Overwriting' Strategy for 2023,2022-11-25
1660,11:08:56,COIDES,BTC=,First Mover Asia: Bitcoin Stays Calm at $16.5K,2022-11-25
1663,09:07:34,COIDES,BTC=,First Mover Asia: Cryptos Fly Higher as U.S. Turkey Day Holiday Approaches,2022-11-24
1664,07:27:23,COIDES,MC.N,Market Wrap: Who Transferred 10K Bitcoin From Wallet Linked to the Failed BTC-e Exchange?,2022-11-24
1667,03:27:36,COIDES,BTC=,Bitcoin Clings to $16K Ahead of Fed Minutes,2022-11-24
1675,23:30:54,COIDES,BITC.TO,Cathie Wood's ARK Buys $1.5M of Shares in Grayscale's Bitcoin Trust at Record Discount,2022-11-22
1677,22:06:11,COIDES,CORZ.O,Bitcoin Mining Giant Core Scientific Ended October with $32M in Cash,2022-11-22
1678,17:50:09,COIDES,BTC=,"Bitcoin to Outperform Ether in Coming Months, Chart Analyst Says",2022-11-22
1679,17:37:42,COIDES,BTC=,"Bitcoin likely to outperform ether in the coming days, technical analyst says. (nevesf/Pixabay)",2022-11-22
1681,07:05:58,COIDES,BTC=,Genesis Bankruptcy Jitters Send Bitcoin to Fresh Low,2022-11-22
1684,03:07:37,COIDES,USD= BTC=,Coinbase Shares Sink to All-Time Low,2022-11-22
1693,07:42:36,COIDES,USD= BTC=,Crypto Market Analysis: Roller Coaster Week Ends With Bitcoin Volatility Falling,2022-11-19
1700,04:06:14,COIDES,BTC=,Crypto Update | Crypto Can De-Escalate the Tax War,2022-11-18
1704,16:09:00,COIDES,BTC=,El Salvador's President Nayib Bukele and Tron's Justin Sun to Buy One Bitcoin Every Day,2022-11-17
1705,04:39:57,COIDES,BTC=,"Crypto Market Slides After Genesis Withdrawal Halt, and Big Investors Hunt for Bargains",2022-11-17
1708,07:27:42,COIDES,BTC=,Are Your Bitcoin Trades Losing on Fed Day? Just Wait Till Tomorrow,2022-11-16
1710,00:36:10,COIDES,GBTC.PK BITC.TO,Cathie Woods' ARK Buys 315K Shares in Grayscale's Bitcoin Trust,2022-11-16
1713,08:10:06,COIDES,BTC=,Sam Bankman-Fried's Unceremonious Exit Leaves 'Alameda Gap' in Crypto Markets,2022-11-15
1714,07:42:38,COIDES,BTC=,Market Wrap: Bitcoin Holds Steady Through FTX Gloom,2022-11-15
1717,02:38:31,COIDES,BITF.TO,Bitcoin Miner Bitfarms Pays Down $27M of Debt,2022-11-15
1719,01:27:34,COIDES,CBIT.V BTC=,"Bitcoin Miner Cathedra Slashes Payroll Costs by Two-Thirds With Job, Salary Cuts",2022-11-15
1722,20:58:04,COIDES,BTC= C.N,"Citi: Correlation Between Equity Markets, Bitcoin Weakens Following FTX Collapse",2022-11-14
1723,20:07:11,COIDES,BCH=,"Bitcoin Cash Could Be Legal Tender in St. Kitts By March, Prime Minister says",2022-11-14
1724,20:07:09,COIDES,BTC=,Morgan Stanley Says There Is Still Much Leverage in the Crypto Ecosystem,2022-11-14
1726,11:26:25,COIDES,BTC=,"After Bitcoin's Worst Week in Five Months, Here's What Crypto Analysts Are Saying",2022-11-14
1734,05:34:38,COIDES,MSTR.O,Revisiting MicroStrategy's Pain Points as Bitcoin Tumbles,2022-11-11
1737,22:57:43,COIDES,GBTC.PK BITC.TO,"Acciones de Grayscale Bitcoin Trust alcanzan un descuento récord de 36,7%",2022-11-10
1738,22:37:03,COIDES,USD= BTC=,What Bitcoin's Inflation Hedge Narrative Needs: More Time,2022-11-10
1739,14:39:09,COIDES,BITC.TO,Grayscale's Bitcoin Trust Shares Hit Record Discount of 36.7%,2022-11-10
1740,08:55:43,COIDES,BTC=,Crypto Stocks Continue Drop as Binance Walks Away from FTX Deal,2022-11-10
1741,07:03:39,COIDES,BTC=,"Market Wrap: Bitcoin, Other Cryptos Continue to Plummet",2022-11-10
1745,16:38:05,COIDES,BTC=,'Long' Crypto Traders Take on $700M in Losses as Markets Falls on FTX Contagion Fears,2022-11-09
1747,06:59:53,COIDES,BTC= MARA.O,"Bitcoin Miner Marathon Digital Misses Q3 Revenue Estimates, Lowers Hashrate Outlook for 2022",2022-11-09
1751,04:53:06,COIDES,BTC=,"Bitcoin, Crypto-Linked Equities Resume Falling Despite Binance/FTX Deal",2022-11-09
1752,03:57:26,COIDES,BTC=,CDCROP: CEO of FTX Sam Bankman-Fried testifies during a hearing before the House Financial Services Committee (Alex Wong/Getty Images),2022-11-09
1757,14:08:48,COIDES,BTC=,"Bitcoin, Ether Slide as Protective Puts Draw Demand Amid Sell-Off in FTX's Token",2022-11-08
1758,11:05:49,COIDES,BTC=,"First Mover Asia: A Good Week for Exchange Tokens, Except FTT; Solana Continues Falling",2022-11-08
1760,01:38:30,COIDES,IREN.O,Bitcoin Miner Iris Energy Faces Default Claim on $103M of Equipment Loans,2022-11-08
1761,01:07:59,COIDES,BTC=,Crypto Update | Bitcoin Is the Song That Does Not End,2022-11-08
1765,09:31:08,COIDES,.IXIC BTC=,First Mover Asia: SBF Talks Consumer Protection and Crypto Titans Clash,2022-11-07
1767,23:41:06,COIDES,BTC= .SPX,Bitcoin (Magic Internet Money!) Again Proves Less Volatile Than Stocks,2022-11-06
1771,05:48:28,COIDES,BTC=,"Market Wrap: Cryptos Rise in an Eventful Week; Bitcoin Hovers Over $21K, Ether Soars",2022-11-05
1777,22:08:07,COIDES,META.O,First Mover Americas: Bitcoin Higher After Jobs Report and Arweave's Meta Effect,2022-11-04
1779,03:26:09,COIDES,USD= BTC=,Bitcoin Draws Stability From $20K Price Floor as Traditional Markets Slide,2022-11-04
